evidence_id,figure,claimed_origin,hop1,hop2,hop3,origin_reached,origin_type,circular_verdict,shared_origin_group,notes
E-4016,workplan span=6 years,EMA / HMA Big Data Steering Group,https://www.ema.europa.eu/en/use-artificial-intelligence-ai-medicinal-product-lifecycle-scientific-guideline,https://www.ema.europa.eu/en/about-us/how-we-work/data-regulation-big-data-other-sources/artificial-intelligence,https://goodlifesci.sidley.com/2024/10/22/european-regulator-clarifies-guidance-on-the-use-of-ai-in-the-medicinal-product-lifecycle/,partial,company,clean,,"Tier 4. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-4017,dedicated AI-discovery pathways=0 pathways,IntuitionLabs,https://intuitionlabs.ai/articles/fda-draft-guidance-ai-drug-development,https://www.fda.gov/about-fda/center-drug-evaluation-and-research-cder/artificial-intelligence-drug-development,https://onlinelibrary.wiley.com/doi/10.1155/joch/5202999,yes,peer_reviewed,clean,,Tier 2. Deepest hop resolves to a peer_reviewed source; origin reached in 3 hop(s).
E-4018,FDA positions in RIF=3500 positions,Regulatory Affairs Professionals Society,https://www.raps.org/resource/thousands-of-fda-staff-fired-in-latest-rif.html,https://www.hoganlovells.com/en/publications/fda-reductioninforce-expected-to-impact-drug-biologic-review-and-regulation-other-operations,https://www.mintz.com/insights-center/viewpoints/2146/2025-04-14-hhs-restructuring-and-workforce-reductions-key,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-4019,CDER FY2025 ending headcount=5044 employees,Regulatory Affairs Professionals Society,https://www.raps.org/resource/fda-s-drug-and-biologics-centers-report-steep-drop.html,https://insidehealthpolicy.com/daily-news/fda-stats-show-cder-cber-staffing-sharply-fell-fy-2025,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-4020,share of 2025 CDER approvals meeting PDUFA goal date=96 percent,FDA,https://www.fda.gov/about-fda/fda-track-agency-wide-program-performance/fda-track-prescription-drug-user-fee-act-pdufa-performance-dashboards,https://www.statista.com/statistics/817552/key-measurements-of-us-cder-drug-approvals/,https://www.fda.gov/news-events/fda-voices/cder-brings-many-safe-and-effective-therapies-patients-and-consumers-2024,yes,agency,clean,,Tier 4. Deepest hop resolves to a agency source; origin reached in 3 hop(s).
E-4021,PDUFA actions completed FY2024=1979 actions,FDA,https://www.fda.gov/about-fda/fda-track-agency-wide-program-performance/fda-track-prescription-drug-user-fee-act-pdufa-performance-dashboards,,,yes,agency,clean,,Tier 4. Deepest hop resolves to a agency source; origin reached in 1 hop(s).
E-4022,EMA new active substances recommended 2025=38 medicines,EMA,https://www.ema.europa.eu/en/news/emas-2025-annual-report-shows-strong-approval-numbers-human-veterinary-medicines,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,https://www.pharmtech.com/view/ema-approved-104-human-medicines-in-2025,partial,company,clean,,"Tier 4. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-4023,carryover funding of drug review work=9.82 weeks,FDA,https://www.federalregister.gov/documents/2024/07/31/2024-16875/prescription-drug-user-fee-rates-for-fiscal-year-2025,https://premier-research.com/perspectives/steep-fy2025-pdufa-fee-increase-ways-to-reduce-the-full-fee-rate-for-repurposed-drugs/,,partial,trade_press,clean,,"Tier 4. Deepest hop is trade_press, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-4024,new INDs received by CDER in 2024=1855 INDs,FDA CDER,https://www.fda.gov/drugs/ind-activity/inds-activity,https://bla-regulatory.com/fda-cder-ind-activity-2024-25/,https://www.fda.gov/drugs/ind-activity-reports/ind-receipts,yes,agency,clean,SOG-028,Tier 4. Deepest hop resolves to a agency source; origin reached in 3 hop(s).
E-4025,CDER INDs with activity 2025=15124 INDs,FDA CDER,https://www.fda.gov/media/191374/download,https://www.fda.gov/drugs/ind-activity/inds-activity,,yes,agency,clean,SOG-028,Tier 4. Deepest hop resolves to a agency source; origin reached in 2 hop(s).
E-4026,FDA staff retained during shutdown=86 percent,Gardner Law,https://gardner.law/news/fda-during-government-shutdown,https://foleyhoag.com/news-and-insights/publications/alerts-and-updates/2025/october/what-the-october-1-2025-federal-government-shutdown-means-for-hhs-operations/,https://www.biospace.com/policy/fda-delays-likely-as-federal-government-hurtles-toward-shutdown,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-4027,EMA staff=897 employees,EMA; PMDA,https://www.ema.europa.eu/en/documents/annual-report/annual-activity-report-2025_en.pdf,https://en.wikipedia.org/wiki/European_Medicines_Agency,https://en.wikipedia.org/wiki/Pharmaceuticals_and_Medical_Devices_Agency,partial,aggregator,clean,,"Tier 2. Deepest hop is aggregator, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-4029,stage of programme=0 binding rules issued,FDA,https://www.federalregister.gov/documents/2026/06/24/2026-12621/expedited-investigational-new-drug-pilot-program-request-for-information,https://www.arnoldporter.com/en/perspectives/advisories/2026/06/fda-proposes-expedited-investigational-new-drug-pilot-program,https://www.regulations.gov/document/FDA-2026-N-4699-0001,partial,company,clean,,"Tier 4. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-4030,statutory changes to accelerated approval=4 provisions,Arnold & Porter LLP,https://www.arnoldporter.com/en/perspectives/advisories/2022/12/us-fda-user-fee-riders-make-it-across-the-line,https://www.thefdalawblog.com/2024/02/fda-flexes-its-new-fdora-muscles-in-withdrawing-an-accelerated-approval/,,no,company,unverifiable,,Tier 4. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-4031,first expedited withdrawals under FDORA=1 product,"Hyman, Phelps & McNamara",https://www.thefdalawblog.com/2024/02/fda-flexes-its-new-fdora-muscles-in-withdrawing-an-accelerated-approval/,https://intuitionlabs.ai/articles/accelerated-approval-confirmatory-trial-status-2026,,no,aggregator,unverifiable,,Tier 2. No resolvable provenance chain (aggregator). FORCE_LOW.
E-4032,new accelerated approvals CY2025=14 approvals,FDA,https://www.fda.gov/drugs/nda-and-bla-approvals/accelerated-approval-program,https://insights.citeline.com/pink-sheet/pink-sheet-perspectives/accelerated-approvals-perked-up-while-us-fda-excelled-at-being-average-in-2025-LUQNKSRZKBG2TEQUW4RGGSVC2I/,,partial,consultancy,clean,,"Tier 4. Deepest hop is consultancy, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-4033,CNPV vouchers issued=21 vouchers,PRV Watch,https://prvwatch.com/cnpv-dashboard,https://www.fda.gov/industry/commissioners-national-priority-voucher-cnpv-pilot-program,https://www.fda.gov/news-events/press-announcements/fda-grants-seventh-approval-under-national-priority-voucher-pilot-program,yes,agency,clean,,Tier 2. Deepest hop resolves to a agency source; origin reached in 3 hop(s).
E-4034,RPD priority review vouchers awarded since 2012=63 vouchers,FDA; U.S. Congress,https://www.fda.gov/industry/medical-products-rare-diseases-and-conditions/rare-pediatric-disease-designation-and-priority-review-voucher-programs,https://www.wsgr.com/en/insights/congress-reauthorizes-the-rare-pediatric-disease-priority-review-voucher-program-and-clarifies-orphan-drug-exclusivity.html,https://www.fiercepharma.com/pharma/fdas-rare-pediatric-disease-voucher-program-revived-2026-government-funding-bill,partial,trade_press,clean,,"Tier 4. Deepest hop is trade_press, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-4035,cumulative CDER BTD requests granted=540 designations,FDA CDER,https://www.fda.gov/drugs/ind-activity/breakthrough-therapy-designation-requests,https://www.fda.gov/media/95292/download,,yes,agency,clean,,Tier 4. Deepest hop resolves to a agency source; origin reached in 2 hop(s).
E-4037,surrogate endpoints listed=200 endpoints (>=),FDA CDER/CBER,https://www.fda.gov/drugs/development-resources/table-surrogate-endpoints-were-basis-drug-approval-or-licensure,https://ascpt.onlinelibrary.wiley.com/doi/full/10.1111/cts.70445,https://fas.org/publication/validating-surrogate-endpoints/,partial,trade_press,clean,SOG-029,"Tier 3. Deepest hop is trade_press, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay. Cross-agent recurrence: this source is cited by more than one agent, so any defect propagates."
E-4038,medicines accepted into PRIME by Jun 2021=98 medicines,EMA,https://www.ema.europa.eu/en/news/prime-enables-earlier-availability-life-changing-medicines,https://www.ema.europa.eu/en/documents/other/european-medicines-agency-guidance-applicants-seeking-access-prime-scheme_en.pdf,,yes,agency,clean,,Tier 4. Deepest hop resolves to a agency source; origin reached in 2 hop(s).
E-4039,median approval duration with PRIME vs without=376 days,Frontiers,https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2025.1623689/full,,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 1 hop(s).
E-4040,Sakigake designations by 31 May 2019=33 designations,BioInsights,https://www.insights.bio/cell-and-gene-therapy-insights/journal/article/310/Experiences-from-Japan-SAKIGAKE-Designation-System-for-Regenerative-Medical-Products,https://www.pmda.go.jp/files/000269742.pdf,https://www.sciencedirect.com/science/article/pii/S1465324925000672,yes,peer_reviewed,clean,,Tier 2. Deepest hop resolves to a peer_reviewed source; origin reached in 3 hop(s).
E-4041,GIFT designations=56 products,MFDS,https://www.mfds.go.kr/eng/wpge/m_1176/de011009l001.do,,,yes,agency,clean,,Tier 4. Deepest hop resolves to a agency source; origin reached in 1 hop(s).
E-4042,NMPA new drug applications approved 2025=289 NDAs,Springer Nature,https://www.nature.com/articles/d41573-026-00028-2,https://globalforum.diaglobal.org/issue/march-2026/2025-nmpa-approvals-china-clears-record-number-of-new-drugs/,,partial,company,clean,,"Tier 2. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-4043,IND review clock for eligible innovative drugs=30 working days,NMPA,https://english.nmpa.gov.cn/2025-10/14/c_1138494.htm,,,yes,agency,clean,,Tier 4. Deepest hop resolves to a agency source; origin reached in 1 hop(s).
E-4044,platform technology designations granted and still in force=1 platform sponsors,U.S. Congress; FDA,https://uscode.house.gov/view.xhtml?req=granuleid%3AUSC-prelim-title21-section356k&num=0&edition=prelim,https://www.biospace.com/fda/krystal-biotechs-fda-platform-designation-pushes-limits-of-the-award,https://www.cgtlive.com/view/krystal-biotech-neurotrophic-keratitis-gene-therapy-viral-vector-secures-fda-platform-technology-designation,partial,company,clean,,"Tier 4. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-4045,START pilot participant slots in first cohort=6 sponsors,FDA CDER and CBER,https://www.federalregister.gov/documents/2023/10/02/2023-21235/support-for-clinical-trials-advancing-rare-disease-therapeutics-pilot-program-program-announcement,https://www.goodwinlaw.com/en/insights/blogs/2024/06/fda-launches-support-for-clinical-trials-advancing-rare-disease-therapeutics-start-pilot-program,,partial,company,clean,,"Tier 4. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-4046,RDEP eligibility population ceiling=1000 US patients,FDA CDER/CBER,https://www.wsgr.com/en/insights/fda-announces-rare-disease-evidence-principles-to-accelerate-treatments-for-ultra-rare-genetic-diseases.html,https://www.scendea.com/articles/fdas-rare-disease-evidence-principles,https://www.repairbiotechnologies.com/repair-biotechnologies-granted-rare-disease-evidence-principles-rdep-eligibility-by-the-fda-for-rep-0003-in-homozygous-familial-hypercholesterolemia/,partial,company,clean,,"Tier 4. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-4048,hospital exemption ATMPs authorised 2008-2025=110 products,European Commission DG SANTE,https://euagenda.eu/publications/download/648454,https://cartcell.medrego.com/atmp-hospital-exemption-2026-guide/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12456094/,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 3 hop(s).
E-4049,products approved under Japan conditional time-limited scheme=5 products,Elsevier,https://www.sciencedirect.com/science/article/pii/S1465324925000672,https://www.pmda.go.jp/files/000278309.pdf,,yes,agency,clean,,Tier 4. Deepest hop resolves to a agency source; origin reached in 2 hop(s).
E-4050,novel CGT approvals 2024=8 products,Cell & Gene / VertMarkets,https://www.cellandgene.com/doc/cell-gene-therapies-will-represent-a-continuation-of-fda-s-developments-0001,https://newdigs.tuftsmedicalcenter.org/payingforcures/defining-disruption/cell-and-gene-therapy-products-and-pipeline/approved-cell-and-gene-therapy-products/,,no,company,unverifiable,,"Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW. Cross-agent recurrence: this source is cited by more than one agent, so any defect propagates."
E-4051,CBER orphan approvals H1 2026=2 products,BioSpace,https://www.biospace.com/fda/fdas-prasad-to-depart-fda-following-tumultuous-term-as-cber-chief,https://www.biospace.com/fda/through-flux-and-fluidity-fda-keeps-coming-back-to-rare-disease,https://www.center4research.org/inside-health-policy-fda-prasad-out-march-2026/,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
